# # # # # # # # # # # # # # # # # # # # # Date		CASH		BOND L		BOND NL		EQT		GOVI		ETF		OTHERS
20180509.00	351897.48	4064652.54	702821.00	2444739.45	101414.00	380711.23	 68101.86
20180510.00	371893.98	4061987.95	702530.00	2436540.79	101239.00	377775.79	 68557.82
20180511.00	372863.48	4063204.45	702896.00	2456969.17	101301.00	379480.39	 69013.73
20180514.00	405267.34	4062646.70	702662.00	2457232.15	101249.00	379224.64	 70381.51
20180515.00	408030.59	4061123.45	703108.00	2433393.07	101271.00	378705.20	 68087.09
20180516.00	408030.59	4053221.72	702802.00	2383429.44	100839.00	369984.74	 68543.04
20180517.00	412030.75	4047874.97	703307.00	2385803.73	100941.00	370470.98	 68998.99
20180518.00	455246.45	4038695.97	702415.00	2334941.12	100445.00	362615.67	 69454.86
20180521.00	478379.94	4022204.47	702249.00	2314777.24	 99698.00	364297.21	 70822.65
20180522.00	478379.94	4014944.97	702338.00	2322219.51	 99972.00	365238.49	 71278.60
20180523.00	483425.94	4001134.47	702385.00	2302326.33	 99599.00	361273.65	 71734.50
20180524.00	493272.44	4003738.23	702071.00	2310057.22	 99637.00	361079.23	 72190.45
20180525.00	493272.44	3986068.23	703006.00	2308848.23	 98583.00	357958.33	 72646.37
20180528.00	509050.20	3980897.48	701626.00	2245862.06	 97192.00	350371.74	 72264.19
20180529.00	514971.20	3935823.73	702768.00	2163176.28	 92359.00	338982.17	 72720.08
20180530.00	515463.20	3918811.78	702405.00	2209835.36	 94257.00	344794.55	 73175.99
20180531.00	533786.03	3931169.41	700908.00	2225580.79	 95789.00	348027.62	 69443.91
20180601.00	559094.53	3930081.03	701186.00	2268859.22	 95789.00	354762.61	 69872.79
20180604.00	559094.53	3975747.88	700602.00	2276886.05	 97371.00	355777.65	 71240.59
20180605.00	559525.01	3969398.88	701102.00	2278248.94	 96464.00	353717.23	 71266.01
20180606.00	608768.01	3963591.88	700361.00	2276909.87	 95077.00	355052.35	 71721.96
20180607.00	608768.01	3957212.63	699761.00	2286254.18	 94847.00	353882.78	 72177.90
20180608.00	609263.76	3946042.05	699998.00	2243799.47	 94175.00	348184.08	 72633.86
20180611.00	615706.76	3947414.04	699865.00	2285545.47	 95504.00	356950.69	 74001.75
20180612.00	615706.76	3950894.02	700174.00	2290300.08	 95781.00	358140.09	 74457.68
20180613.00	616673.26	3955024.43	699950.00	2293987.75	 96154.00	359730.49	 74913.63
20180614.00	616673.26	3960208.85	699848.00	2320587.52	 96547.00	362520.66	 75369.61
20180615.00	622515.38	3963973.84	699992.00	2297185.83	 97149.00	360608.97	 69983.42
20180618.00	644184.09	3964479.51	700078.00	2293780.81	 97437.00	358223.58	 65601.31
20180619.00	644184.09	3955840.51	699892.00	2292684.47	 97329.00	358906.15	 66057.29
20180620.00	640660.19	3960087.81	700194.00	2292542.99	 97380.00	359923.12	 66513.29
20180621.00	640709.69	3953273.97	700564.00	2274936.11	 96316.00	354437.98	 66969.23
20180622.00	640709.69	3952907.90	700955.20	2297742.97	 96100.00	357187.08	 67425.19
20180625.00	640709.69	3941139.65	700318.20	2258470.45	 95512.00	352577.40	 68793.07
20180626.00	640709.69	3925196.08	700552.20	2256583.78	 95299.00	351748.21	 69249.06
20180627.00	641709.19	3913528.99	700043.20	2237682.08	 95804.00	350995.05	 69705.03
20180628.00	642201.19	3887741.16	700409.20	2221548.49	 95868.00	349404.39	 70161.01
20180629.00	645583.78	3895382.41	700437.80	2238921.38	 96328.00	352359.80	 66616.97
20180702.00	693026.34	3891529.41	688287.94	2232135.29	 96414.00	350122.67	 62634.52
20180703.00	693525.84	3911829.57	687651.94	2254221.07	 96443.00	354203.99	 63089.10
20180704.00	693525.84	3914309.99	688160.94	2223900.88	 96399.00	351833.49	 63543.65
20180705.00	698447.34	3922572.15	688372.94	2244153.78	 95835.00	354661.48	 63998.25
20180706.00	695977.31	3924704.15	688365.78	2271519.57	 95914.00	356798.59	 64452.78
20180709.00	674050.41	3932328.57	688306.78	2273029.20	 96127.00	357270.36	 65816.53
20180710.00	674543.16	3938219.07	688333.78	2272021.73	 96130.00	356589.33	 66271.10
20180711.00	674591.16	3935373.32	688885.78	2245464.47	 96048.00	353096.58	 66725.66
20180712.00	679091.16	3939504.09	688723.78	2269995.68	 96221.00	354617.89	 62680.25
20180713.00	688937.66	3943188.34	688826.36	2272470.79	 96469.00	355645.49	 63134.80
20180716.00	729472.78	3921398.96	689314.36	2276086.20	 96602.00	355931.23	 49584.19
20180717.00	730472.78	3922804.20	689191.36	2322129.93	 96875.00	358302.41	 50038.68
20180718.00	732395.63	3925553.20	688814.36	2335206.01	 96744.00	358483.99	 50493.16
20180719.00	732495.13	3924115.45	688533.36	2333572.70	 96839.00	357636.86	 50947.60
20180720.00	733537.84	3920707.95	689001.71	2335476.27	 96647.00	356749.59	 50359.42
20180723.00	743283.84	3919428.20	688875.71	2318411.04	 96495.00	353843.12	 51722.85
20180724.00	772830.34	3921997.45	688469.71	2308832.34	 96348.00	355605.89	 52177.28
20180725.00	772830.34	3922629.41	689157.71	2295847.53	 96379.00	354245.96	 52631.77
20180726.00	772830.34	3926413.16	688277.71	2326282.73	 96289.00	358674.86	 53086.25
20180727.00	773829.84	3929256.48	688539.56	2345792.00	 96072.00	360528.68	 53540.72
20180730.00	768705.23	3926387.23	687989.56	2339873.73	 95927.00	360836.94	 54904.12
20180731.00	772631.10	3929561.73	688224.12	2343680.38	 96063.00	364067.03	 51353.81
20180801.00	778286.85	3930884.58	688110.12	2352220.64	 96016.00	361633.09	 46626.59
20180802.00	778286.85	3922966.08	687882.12	2316779.08	 95301.00	354667.45	 47082.75
20180803.00	778286.85	3918341.08	687924.07	2322439.37	 95123.00	356227.00	 47538.85
20180806.00	777584.05	3916890.08	687970.07	2329860.15	 95302.00	356934.92	 48907.21
20180807.00	772135.20	3918596.83	688084.07	2345134.05	 95377.00	360004.60	 49363.34
20180808.00	772638.68	3919449.83	687252.07	2345727.72	 95333.00	359543.62	 49808.49
20180809.00	772686.68	3918449.33	687507.07	2340573.04	 95253.00	358186.45	 50264.62
20180810.00	771694.40	3909418.33	687815.06	2311180.87	 94630.00	351975.90	 50720.74
20180813.00	771694.40	3902753.33	687940.06	2299222.14	 94266.00	349900.13	 52089.17
20180814.00	771694.40	3904008.58	688019.06	2288861.93	 94351.00	348622.95	 52545.32
20180816.00	775548.92	3901981.58	688141.06	2268878.19	 94054.00	344636.00	 50603.09
20180817.00	775548.92	3900551.83	688522.86	2251638.40	 94103.00	342656.33	 51059.23
20180820.00	774583.21	3903511.08	688287.86	2258330.97	 94338.00	343101.67	 52427.64
20180821.00	774096.22	3904988.75	688457.86	2294586.93	 94593.00	347985.63	 52883.76
20180822.00	774145.72	3906181.75	687819.86	2296576.49	 94565.00	348125.34	 53339.92
20180823.00	778992.22	3906411.25	687879.86	2295721.04	 94427.00	346858.08	 53796.09
20180824.00	778992.22	3904118.50	687741.19	2288809.00	 94289.00	346929.62	 54252.22
20180827.00	783951.22	3903174.25	687844.19	2298160.97	 94128.00	347875.42	 55620.62
20180828.00	783951.22	3902803.25	687833.19	2278938.89	 93984.00	344739.60	 56076.75
20180829.00	784443.22	3901191.75	688048.19	2279619.90	 93877.00	345674.45	 56532.91
20180830.00	784443.22	3893089.25	687708.19	2275295.96	 93792.00	344394.85	 56989.06
20180831.00	784439.05	3883520.77	687411.35	2273583.36	 93201.00	341030.78	 57382.18
20180903.00	784938.55	3869934.02	687890.35	2272434.71	 93577.00	343468.68	 58723.51
